source_url,source_title,referenced_by_nodes
docs/design/adr/0001-control-architecture.md,ADR-0001（L0-L3 分離、C4 縮退運転）,add_aggimg_human_approval_imaging;degraded_mode;mpc_fail_safe
https://www.who.int/teams/regulation-prequalification/regulation-and-safety/good-data-and-record-management-practice,WHO Good Data and Record Management Practice,data_lifecycle;src_who_gdrp
https://pubmed.ncbi.nlm.nih.gov/18422365/,"Xing et al. 2008, Biotechnol Prog 24:675 — CHO osmolality threshold (PMID 18422365)",
https://pmc.ncbi.nlm.nih.gov/articles/PMC11218057/,"Yehya et al. 2024, Stem Cell Res Ther 15:191 — Vertical-Wheel agitation DoE (PMC11218057)",
https://skoge.folk.ntnu.no/prost/proceedings/dycops-2022/files/0202.pdf,"Rashedi et al. 2022, Model Predictive Controller Design for Bioprocesses (DYCOPS-2022)",mpc;mpc_control_horizon;mpc_model_types;mpc_prediction_horizon;src_rashedi2022
https://doi.org/10.3390/bioengineering7030078,"Van Beylen et al. 2020, Lactate-Based Model Predictive Control Strategy of Cell Growth for Cell Therapy Applications (Bioengineering 7:78)",mpc_adaptive_update;mpc_lactate_feedback;mpc_model_types;src_van_beylen2020
https://www.insights.bio/cell-and-gene-therapy-insights/journal/article/1784/,"Huang et al. 2020, Process development and scale-up of pluripotent stem cell manufacturing (Cell Gene Therapy Insights)",dynamic_perfusion_ipsc;mpc_constraints;mpc_ipsc_perfusion;src_huang2020
https://www.do-mpc.com/en/latest/example_gallery/batch_reactor.html,do-mpc — Model Predictive Control in Python,mpc_implementation_libraries;src_do_mpc
https://docs.acados.org/,acados — Fast Embedded Optimal Control,mpc_implementation_libraries;src_acados
https://web.casadi.org/,CasADi — Symbolic framework for nonlinear optimization and algorithmic differentiation,mpc_implementation_libraries;src_casadi
https://doi.org/10.1016/j.compchemeng.2025.109354,"Thirugnanasambandam et al. 2025, Comput Chem Eng 203:109354 — A Physics-Informed Neural Network (PINN) framework for generic bioreactor modelling",
https://doi.org/10.1021/acs.iecr.4c01459,"Yang et al. 2024, Ind Eng Chem Res 63(39) — Hybrid Modeling of Fed-Batch Cell Culture Using Physics-Informed Neural Network",
https://doi.org/10.1016/j.jprocont.2025.103594,"Catalão et al. 2025, J Process Control 156:103594 — Bioprocess model-predictive control with physics-informed neural networks",
https://skoge.folk.ntnu.no/prost/proceedings/adchem-2024/files/0042.pdf,"Patel et al. 2024, ADCHEM — Model Predictive Control Using Physics Informed Neural Networks",
https://arxiv.org/abs/2505.19136,"Shih, Jiang & Liang 2025, NeurIPS / arXiv — Uncertainty Quantification for Physics-Informed Neural Networks with Extended Fiducial Inference",
https://arxiv.org/abs/2509.17952,"Nobar et al. 2025, arXiv — Guided Multi-Fidelity Bayesian Optimization for Data-driven Controller Tuning with Digital Twins",
https://bioprocesstools.com/blog/ai-machine-learning-bioprocess-optimization/,Bioprocesstools 2026 — AI and Machine Learning for Bioprocess Optimization (data requirements survey),
https://www.bioprocessintl.com/qa-qc/doing-more-with-less-multifidelity-optimization-in-the-biopharmaceutical-industry/,Bioprocess International 2026 — Doing More with Less: Multifidelity Optimization in the Biopharmaceutical Industry,
https://www.yokogawa.com/library/resources/media-publications/building-intelligent-processes-for-pharma-40/,Yokogawa — Building Intelligent processes for Pharma 4.0 (digital twin hybrid model),
https://www.pharmamanufacturing.com/home/article/21437943/pharma-innovation-awards-2022,Pharma Manufacturing 2022 — Pharma Innovation Awards (Yokogawa Insilico Digital Twin Factory),
https://doi.org/10.1002/bit.23023,"Abu-Absi et al. 2011, Biotechnol Bioeng",
https://doi.org/10.1002/bit.26018,"Matthews et al. 2016, Biotechnol Bioeng",
https://doi.org/10.1002/btpr.2035,"Berry et al. 2015, Biotechnol Prog",
https://doi.org/10.1002/biot.202300395,"Yan et al. 2024, Biotechnol J",
https://doi.org/10.1016/j.biotechadv.2024.108166,"Costa et al. 2024, Biotechnol Adv",
https://doi.org/10.1016/j.jbiotec.2024.10.007,"Yang et al. 2024, J Biotechnol",
https://doi.org/10.1002/eng2.12230,"Pétillot et al. 2020, Eng Rep",
https://doi.org/10.1002/biot.202300289,"Machleidt et al. 2024, Biotechnol J",
https://doi.org/10.1002/btpr.3074,"Rowland-Jones et al. 2021, Biotechnol Prog",
https://bioprocesstools.com/blog/raman-spectroscopy-bioprocess-monitoring/,Bioprocess Tools: Raman spectroscopy bioprocess monitoring,
https://www.metrohm.com/en/applications/application-notes/prozess-applikationen-anpan/an-pan-1065.html,Metrohm AN-PAN-1065,
https://www.repligen.com/Products/analytics/maverick/Resources/DOC043_1.PDF,Repligen MAVERICK technical note DOC043_1,
https://www.spectroscopyonline.com/view/using-a-new-raman-method-for-real-time-inline-cell-culture-monitoring,Spectroscopy Online: Yokogawa Raman calibration model,
https://pubmed.ncbi.nlm.nih.gov/33660952/,"Manstein et al. 2021, Stem Cells Transl Med 10(7):1063-1080 — high density hiPSC perfusion (DOI 10.1002/sctm.20-0453, PMID 33660952)",src_manstein
https://pmc.ncbi.nlm.nih.gov/articles/PMC7805206/,"Borys et al. 2021, Stem Cell Res Ther 12:55 — Vertical-Wheel hiPSC aggregate expansion (DOI 10.1186/s13287-020-02109-4)",add_aggimg_aggregate_imaging_survey;add_aggimg_aggregate_size_pluripotency;add_aggimg_src_borys_2021;src_borys
https://www.insights.bio/cell-and-gene-therapy-insights/journal/article/1784/Process-development-and-scale-up-of-pluripotent-stem-cell-manufacturing,"Huang et al. 2020, Cell Gene Ther Insights — 10 L PSC stirred tank manufacturing",
https://pubmed.ncbi.nlm.nih.gov/18422365/,"Xing et al. 2008, Biotechnol Prog 24:675 — CHO metabolite inhibition thresholds (DOI 10.1021/bp070466m)",
https://www.sciencedirect.com/science/article/pii/S0168165615011794,"Toussaint et al. 2016, J Biotechnol 217:122-131 — CHO lactate metabolism engineering (DOI 10.1016/j.jbiotec.2015.11.010)",
https://www.mabion.eu/science-hub/articles/metabolite-nutrient-analysis-upstream-process-optimization/,Mabion 2025 — Optimizing CHO Cell Cultures via Metabolite Analysis,
https://gfi.org/wp-content/uploads/2025/10/Technical-report-Optimizing-CM-Technoeconomics-2025.pdf,GFI 2025 — Technical Report: Optimizing CM Techno-economics (lactate/osmolality thresholds),
https://cdn.prod.website-files.com/62cc627d7fe73059b1484e97/67ef1e98493a7a613f404a2a_Bioreactor_iPSC_aggregate_stability_publication.pdf,Seo et al. 2021 — Addressing bioreactor hiPSC aggregate stability using DoE,
https://cdn.stemcell.com/media/files/pis/10000031886-PIS_01.pdf,STEMCELL Technologies PIS 10000031886 — hPSC aggregate culture (50–200 µm target),
https://www.amsbio.com/research-areas/stem-cell/stem-cells-quality-control,Amsbio — Quality Control of Stem Cells (pluripotency markers),
https://www.cell.com/cell-stem-cell/fulltext/S1934-5909(13)00677-7,"Chen et al. 2014, Cell Stem Cell 14:13-26 — hPSC culture considerations (oxygen diffusion)",
https://health.ec.europa.eu/document/download/5f38a92d-bb8e-4264-8898-ea076e926db6_en?filename=mp_vol4_chap4_annex22_consultation_guideline_en.pdf,EudraLex Volume 4 — Draft Annex 22: Artificial Intelligence (July 2025),annex22;confidence_score;critical_ai;data_segregation;deterministic_output;drift_monitoring;dynamic_model;feature_attribution;generative_ai;hitl;noncritical_ai;probabilistic_model;src_pics_annex22_draft;staff_independence;static_deterministic_proof;static_model;test_data_independence;xai
https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32024R1689,Regulation (EU) 2024/1689 — Artificial Intelligence Act,src_eu_ai_act
https://pmc.ncbi.nlm.nih.gov/articles/PMC7805206/,"Borys et al. 2021, Stem Cell Res Ther 12:55 (Vertical-Wheel hiPSC)",add_aggimg_aggregate_imaging_survey;add_aggimg_aggregate_size_pluripotency;add_aggimg_src_borys_2021;src_borys
https://www.eppendorf.com/product-media/doc/en/11804882/Fermentors-Bioreactors_Application-Note_485_SciVario_Human-Induced-Pluripotent-Stem-Cell-hiPSC-Aggregate-Expansion-Stirred-tank-Bioreactors-SciVario-twin-Bioprocess-Controller.pdf,Eppendorf App Note 485: hiPSC Aggregate Expansion in Stirred-tank Bioreactors,add_aggimg_aggregate_imaging_survey;add_aggimg_brightfield_atline;add_aggimg_src_eppendorf_485
https://cdn.stemcell.com/media/files/manual/10000005520-Expansion_of_Human_Pluripotent_Stem_Cells_as_Aggregates_in_Suspension_Culture_Using_mTeSR_3D.pdf,"StemCell Technologies, Expansion of hPSCs as Aggregates in Suspension Culture Using mTeSR 3D",add_aggimg_aggregate_size_pluripotency;add_aggimg_src_stemcell_mtesr3d
https://www.nature.com/articles/s41598-019-48814-w,"Kropp/Lipsitz et al. 2019, Sci Rep — at-line bypass imaging of hiPSC aggregates",add_aggimg_brightfield_atline;add_aggimg_src_kropp_2019;cpv
https://www.bioprocessonline.com/doc/ovizio-imaging-systems-is-entering-into-a-commercial-partnership-with-merck-to-promote-its-iline-f-pro-solution-for-the-cell-gene-therapy-market-0001,Ovizio iLINE-F PRO commercial partnership (BioProcess Online),add_aggimg_dhm_ovizio;add_aggimg_src_ovizio_ilinef
https://www.mt.com/my/en/home/products/L1_AutochemProducts/particle-size-analyzers/particletrack-fbrm.html,Mettler Toledo ParticleTrack with FBRM technology,add_aggimg_fbrm_cld_detail;add_aggimg_src_fbrm_g400
https://www.fluidimaging.com/blog/what-is-the-flowcam,FlowCam — What is FlowCam?,add_aggimg_flowcam_atline;add_aggimg_src_flowcam
https://doi.org/10.1016/j.cmpb.2022.107264,"Chu et al. 2023, Comput Methods Programs Biomed 229:107264",add_aggimg_dl_morphology_pluripotency;add_aggimg_src_chu_2023
https://www.krcp-ksn.org/upload/pdf/j-krcp-22-017.pdf,"Park et al. 2022, Deep learning predicts kidney organoid differentiation",add_aggimg_aggregate_quality_proxy;add_aggimg_src_park_2022
https://doi.org/10.1016/j.compbiomed.2020.104172,"Piotrowski et al. 2021, Comput Biol Med 129:104172",add_aggimg_aggregate_quality_proxy;add_aggimg_src_piotrowski_2021
https://doi.org/10.1016/j.stemcr.2019.02.004,"Waisman et al. 2019, Stem Cell Rep 12:845–859",add_aggimg_dl_morphology_pluripotency;add_aggimg_src_waisman_2019
https://doi.org/10.1177/2211068214529287,"Maddah et al. 2014, J Lab Autom 19:454–460",add_aggimg_src_maddah_2014
https://doi.org/10.1038/srep34009,"Kato et al. 2016, Sci Rep 6:34009",add_aggimg_src_kato_2016
https://www.intechopen.com/online-first/87934,"Gursky 2023, How Morphology of hPSCs Determines Clone Selection (IntechOpen)",add_aggimg_2d_to_aggregate_transfer;add_aggimg_src_gursky_2023
